Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,SupportTicketsCount,SatisfactionScore,Churn,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,RegYear,RegMonth,RegDay,RegWeekday,MonetaryPerDay,AvgBasketValue
98,7,10930.745819523529,269.9785150690329,46.9286424116781,-1118.3429387300448,5325.040664159818,91132,619.153304963964,-5962,7390,281,276,0,5,1,0.453416230624268,34.513065842651706,728,413,2.777828511264945,2,97,49,12,0.6651328601837255,7837,380,31.683061013687475,56.66386745681637,11.205687646341946,3.3314574439538243,1,Fideles,18-24,High,Hyperactif,Printemps,Midi,Asie,Jeune,Critique,Semaine,Moyen,Specialise,F,Closed,France,2010,8,25,2,110.4115739345811,1561.5351170747897
384,17,4630.447030251002,111.52492664853256,454.8134097182962,1741.3029553606293,1153.9464217891737,85402,665.6998432104855,-5140,1908,660,226,5,19,10,0.989279945106385,276.81044163032,511,538,8.376535720045368,3,41,25,17,0.4389087402062388,1186,455,90.09834441098675,,8.7275386815706,3.8639946409010735,0,Dormants,55-64,Medium,Hyperactif,Automne,Matin,Europe_S,Jeune,Faible,Weekend,Petit,Modere,Unknown,Active,Spain,2010,8,26,3,12.027135143509096,272.37923707358834
310,20,-2653.8362207521104,10.99978344872717,334.60013146903924,-2400.9502075716714,6056.378893234115,20676,501.2102149108346,-463,4849,577,551,4,17,11,0.0547449822595951,221.19504865666968,581,855,51.52887941352196,4,85,7,23,0.9531671767711674,3286,81,69.12926923550408,,0.641352965296333,1.4713848701726673,1,Dormants,35-44,Medium,Hyperactif,Hiver,Soir,Autre,Jeune,Eleve,Weekend,Petit,Explorateur,Unknown,Active,France,2010,8,27,4,-8.533235436501963,-132.69181103760553
5,41,-2496.284155948991,124.39472151177304,414.64339965837775,-1548.077915057895,1172.0390568023342,54093,645.216361592165,-3730,6925,456,322,2,1,7,0.3550152661362467,208.16406535667392,69,429,96.97449819191196,2,4,4,26,0.6082132723795752,3448,193,98.61145745086642,43.24144445159106,12.635784399614575,3.47851539706463,0,Dormants,18-24,Medium,Occasionnel,Hiver,Apres-midi,Europe_S,Etabli,Moyen,Semaine,Grand,Specialise,Unknown,Active,Germany,2010,8,28,5,-416.04735932483186,-60.88497941339003
196,49,8711.305744579427,488.05750868047664,439.48945014113366,4174.858431319903,3372.0657556575206,37764,24.508961919684676,-6146,1025,86,152,5,5,7,0.4819001671099774,19.555444256703893,81,235,69.62774467966791,2,63,6,3,0.2199994722366252,3992,37,76.93424046809618,80.1293596313478,8.621882031841062,1.4241797019707594,1,Potentiels,55-64,VIP,Occasionnel,Automne,Soir,UK,Jeune,Moyen,Inconnu,Petit,Explorateur,M,Closed,Spain,2010,8,29,6,44.21982611461638,177.78174988937607
350,20,3606.117897989254,401.7608703820799,285.8861760241611,-2094.954943285796,1428.419648143319,40799,430.1932410329473,-3317,546,78,638,4,8,11,0.5031335547483198,51.282138575363824,542,349,8.020702952418382,3,49,15,21,0.4792162574335162,9131,377,94.25546878221544,69.73078844541664,14.373689228556476,3.07010377673012,0,Dormants,35-44,Low,Nouveau,Hiver,Apres-midi,Europe_N,Nouveau,Critique,Weekend,Moyen,Modere,F,Pending,Spain,2010,8,30,0,10.27384016521155,180.3058948994627
132,22,-989.5054659932656,479.9904389389116,258.72317587752065,-300.11731842063364,6920.736470243689,69414,279.65913799740326,-7506,5566,204,236,1,2,7,0.3159358223856368,227.23052961778652,585,756,19.746726703394412,4,86,13,23,0.675404437135294,4900,326,22.402668813177065,45.40375246694685,9.72296747857932,3.5839822959172585,0,Potentiels,18-24,High,Nouveau,Automne,Soir,Europe_S,Jeune,Critique,Semaine,Inconnu,Modere,F,Pending,Italy,2010,8,31,1,-7.439890721753876,-44.977521181512074
357,28,4831.890934828738,246.4877517435494,215.2137051604951,3901.411373960147,2062.521138361526,95296,130.0452707978673,-884,4175,336,54,5,0,7,0.729240249097568,75.85570213247507,262,870,77.36099117846815,3,14,36,39,0.323629124580479,1936,154,77.37700260687565,,1.802797819266896,4.951559709848665,0,Fideles,25-34,VIP,Nouveau,Printemps,Nuit,Asie,Inconnu,Faible,Weekend,Inconnu,Modere,Unknown,Suspended,Germany,2010,9,1,2,13.49690205259424,172.56753338674065
258,40,-3715.821258497318,59.31941834536424,158.47329389555964,2077.213502675275,3918.59373188026,83095,100.44696629596636,-2767,5356,253,435,4,0,10,0.8747470734889747,183.98557910817487,89,481,84.30253623566823,2,94,40,44,0.0796416062890231,8826,130,3.001534494631945,,6.580533796925156,1.0723799723815768,0,Fideles,Inconnu,High,Hyperactif,Hiver,Apres-midi,Europe_N,Inconnu,Critique,Semaine,Inconnu,Explorateur,Unknown,Closed,France,2010,9,2,3,-14.34680022585837,-92.89553146243296
22,49,6639.428038287975,276.239947041978,217.29798042935587,-4377.967738352972,8956.747776187787,62307,603.5889734490528,-4818,2382,303,683,1,18,10,0.938719301977863,198.8818154007286,915,839,62.15176403267049,3,72,3,9,0.583435634710885,9446,59,67.40524214944186,24.310667552951784,9.375961560755266,1.4662446834476688,0,Dormants,45-54,VIP,Perdu,Printemps,Apres-midi,Autre,Jeune,Faible,Weekend,Inconnu,Modere,F,Suspended,Italy,2010,9,3,4,288.6707842733902,135.49853139363213
52,7,379.8680887019536,229.91678060718064,386.9398278650782,-3526.9695572102964,2043.1638339897029,72062,524.0769466054592,-6216,889,379,108,1,4,8,0.8050933767995262,103.48012444889288,208,396,64.79789379335185,3,52,35,1,0.94787016861968,9275,224,47.45894553390389,40.20315460982266,-0.5477647832003569,-0.006279643538972,1,Fideles,18-24,Low,Occasionnel,Ete,Soir,Autre,Jeune,Critique,Inconnu,Petit,Specialise,Unknown,Suspended,Germany,2010,9,4,5,7.167322428338747,54.2668698145648
164,1,10951.182012743762,422.9567559561099,300.96171550756577,-4921.584092280832,5078.050639587791,85432,254.3305328793728,-4490,7517,129,183,1,12,9,0.8505801973065994,346.1751817726449,213,351,3.80540758795508,3,24,47,39,0.4850719855631737,1286,249,35.3292471200868,43.38728640777384,-0.7614357735230737,0.2244383504108413,0,Champions,45-54,High,Nouveau,Printemps,Midi,Europe_E,Inconnu,Moyen,Weekend,Petit,Specialise,Unknown,Suspended,Italy,2010,9,5,6,66.37080007723492,10951.182012743762
201,32,1207.2391784714755,53.550877488201074,446.26164497742303,1309.2179022916343,4192.71661166022,21923,471.479108713742,-4214,7266,595,367,1,18,9,0.5505453006199955,307.4993989949849,834,416,83.02449569856934,4,88,16,5,0.906109080647038,8546,240,86.37803087701582,,1.0704480095770863,3.1603700155902663,0,Champions,18-24,Medium,Perdu,Ete,Soir,UK,Jeune,Moyen,Semaine,Inconnu,Explorateur,Unknown,Suspended,UK,2010,9,6,0,5.976431576591463,37.72622432723361
82,13,4104.402981636024,246.6793628257802,221.69000718959387,-523.2657458958165,181.24041045729732,91739,492.74008286722585,-2734,1106,275,197,1,11,2,0.8258882264268146,263.66633028597147,266,886,79.03924560891214,3,84,46,47,0.835023588371694,7480,374,85.57250157309554,69.33189610306145,3.026630960727532,4.502273540926856,0,Potentiels,25-34,VIP,Nouveau,Printemps,Apres-midi,Europe_N,Ancien,Moyen,Semaine,Petit,Explorateur,M,Suspended,France,2010,9,7,1,49.45063833296415,315.72330627969416
144,30,-4767.589201837987,79.27408902352221,303.54478935937703,-3657.251490977245,7927.581135728128,94926,195.8139714581772,-3870,2550,698,370,3,15,7,0.3035039091479522,28.46776123943432,912,916,26.644479266231368,2,8,35,17,0.1474127836339833,5256,389,3.2078687849657146,40.62918435051844,5.872785976330809,1.367629709967443,0,Dormants,Inconnu,High,Nouveau,Printemps,Apres-midi,Autre,Inconnu,Moyen,Semaine,Grand,Explorateur,M,Closed,Italy,2010,9,8,2,-32.87992552991715,-158.91964006126625
84,23,-3551.0622441088226,165.71458381057968,315.65377654599433,4579.341210567705,690.4590631459972,68388,652.440968819769,-7002,1991,557,372,5,18,7,0.3984787621092144,38.7374570477921,293,887,71.15899527658519,3,37,5,16,0.7081699218355708,1886,293,61.34100712249367,54.56634444414927,6.799047580156614,0.0790666810132474,0,Potentiels,Inconnu,Low,Perdu,Hiver,Midi,Autre,Etabli,Faible,Inconnu,Petit,Modere,F,Active,UK,2010,9,9,3,-41.777202871868504,-154.39401061342707
77,19,2849.8711281336964,369.9917533069609,295.84858115316274,296.5972394561986,4742.550209769536,37574,781.1384370297044,-2572,5597,182,496,4,2,4,0.3169130138185443,179.86519124070884,207,51,22.27060603607481,4,21,15,37,0.4354655250719784,5063,287,37.415390207774685,,1.2084417430063483,0.7105969962979644,0,Fideles,45-54,High,Nouveau,Printemps,Matin,Europe_N,Inconnu,Faible,Semaine,Grand,Specialise,M,Suspended,France,2010,9,10,4,36.53680933504739,149.99321727019455
365,32,4598.77669434247,240.62897403753945,351.31688654275814,-2581.067058871108,5606.7829493895,33391,791.6720773486295,-1319,3999,267,598,3,11,9,0.4673873354479254,58.66037245470977,333,81,4.992685944099787,1,86,28,44,0.2502463252629369,7067,204,42.150439148544464,29.024800211286788,9.774265265853291,1.7303102288488317,0,Dormants,55-64,VIP,Hyperactif,Automne,Midi,Europe_S,Nouveau,Faible,Semaine,Grand,Specialise,M,Pending,Italy,2010,9,11,5,12.564963645744454,143.7117716982022
0,30,7000.410962386075,191.06470114715583,118.71673418740312,6.035711547075152,6284.264566145871,43664,602.8673608727516,-1107,3776,321,200,3,4,8,0.2855796162386363,357.06689418825806,77,36,20.91251771644735,4,48,35,22,0.686938355666703,3023,99,83.37203318265883,74.05070469563628,8.538208987144557,0.7439019761922103,0,Potentiels,25-34,Low,Hyperactif,Hiver,Matin,Asie,Ancien,Moyen,Inconnu,Petit,Specialise,F,Closed,Italy,2010,9,12,6,7000.410962386075,233.34703207953584
50,29,833.2515741860643,200.26575789216747,256.1818887728953,1796.203327351078,6886.316293078756,57384,512.1269439364951,-2867,2813,511,508,0,1,1,0.9616114422544468,57.859885420004446,288,67,18.68425879867565,3,67,37,45,0.7426607186564214,5266,350,31.67413738124015,56.34731425661645,3.7114255814585633,0.4014744987311975,0,Dormants,45-54,Medium,Hyperactif,Hiver,Apres-midi,Europe_S,Etabli,Eleve,Semaine,Inconnu,Explorateur,M,Suspended,Italy,2010,9,13,0,16.338266160511065,28.732812902967733
172,49,8899.637722530852,232.4261503609634,52.11240140417384,-4237.607820264355,2532.72383522715,21027,61.9461358623895,-3531,921,611,321,0,21,2,0.3128446280056681,177.92575994435052,47,641,34.437051676749874,1,92,36,29,0.1798963187348388,1548,176,94.3618322531244,,-0.7814418650353279,3.4159069325424776,0,Dormants,45-54,VIP,Regulier,Hiver,Nuit,Asie,Jeune,Moyen,Semaine,Grand,Explorateur,F,Pending,Italy,2010,9,14,1,51.44299261578527,181.62525964348677
204,45,12202.447943784093,393.5831891993432,192.25566382240623,-2252.96184952108,99.78776658449374,25464,288.54346755275424,-1300,4646,77,274,0,6,2,0.0980445381109398,132.90418574714948,622,882,42.42650022037035,3,14,47,20,0.9144446820562084,4205,262,18.78374881084193,80.92125216665298,0.2423666456526518,-0.9529304725562608,0,Potentiels,65+,VIP,Nouveau,Printemps,Nuit,Autre,Nouveau,Moyen,Inconnu,Petit,Modere,Unknown,Suspended,Spain,2010,9,15,2,59.524136311141916,271.1655098618687
259,29,10597.019777866995,446.581921025416,243.83353431063225,3069.654908839936,7234.43662354912,24485,94.17817533139171,-6549,2062,338,210,2,12,11,0.5268171660504134,233.37604383074572,200,667,51.345350258273086,4,64,47,9,0.751147243951441,7591,271,66.6095199134496,41.42718726598494,5.267116408173431,2.2353831640188986,1,Dormants,65+,Low,Regulier,Hiver,Soir,Autre,Nouveau,Eleve,Weekend,Moyen,Explorateur,F,Active,Italy,2010,9,16,3,40.75776837641152,365.4144750988619
368,30,-4207.623493032857,477.8906698194445,326.11212977273624,-403.351295973388,5356.565993475786,9456,963.8593377175952,-6249,4488,673,503,0,14,8,0.0570990784451763,47.09828924464009,427,757,48.19863367532449,1,53,9,42,0.9333754991419688,1369,143,67.5384016343627,36.8245930372463,1.4635896186509427,3.7626008421785233,0,Fideles,25-34,VIP,Occasionnel,Ete,Midi,UK,Ancien,Eleve,Semaine,Inconnu,Specialise,F,Closed,Spain,2010,9,17,4,-11.402773693855982,-140.25411643442857
287,16,4610.138945156579,394.5171761963711,475.26552629310174,465.77142032294887,8361.177032072488,64795,135.94506607953494,-5720,7515,555,117,4,21,1,0.1105431663085805,157.06549623547266,210,623,27.796785990563645,1,29,40,12,0.317073218763691,1758,189,25.9673209813639,72.0764314750231,5.029113698367533,0.5973697179048092,0,Champions,25-34,High,Perdu,Ete,Midi,Europe_N,Etabli,Critique,Weekend,Moyen,Modere,F,Active,Spain,2010,9,18,5,16.00742689290479,288.1336840722862
33,40,-2901.3964316365027,161.1264133952663,300.325533274178,-671.839977905307,8213.883629006943,25554,152.62363444125094,-3200,6454,508,702,3,2,4,0.2193893891962463,100.26733697460745,888,680,3.887896188833372,3,92,35,11,0.9393350157429868,9710,272,33.150310287752994,80.91251990335962,9.050921672165682,2.619749063672104,0,Champions,25-34,Medium,Occasionnel,Printemps,Nuit,Europe_C,Nouveau,Moyen,Inconnu,Grand,Explorateur,Unknown,Pending,UK,2010,9,19,6,-85.3351891657795,-72.53491079091256
347,19,-159.09968274945095,345.62667951283834,371.7969580882799,-4561.000573569949,8433.261677878832,36922,889.6870417121617,-3342,6530,237,553,4,20,10,0.4643502498821417,324.0293065051661,420,481,60.90506060147792,3,19,28,8,0.3685176578383808,4918,20,83.6450507654141,57.66739775664481,7.755798846068536,3.013400633711707,0,Dormants,35-44,High,Regulier,Hiver,Matin,Autre,Etabli,Eleve,Semaine,Moyen,Explorateur,Unknown,Suspended,France,2010,9,20,0,-0.45718299640646826,-8.373667513128998
94,18,14733.251865342929,221.613546407419,253.13302974760137,-3342.5022017984406,4850.946599795401,3409,943.9843551929814,-918,7377,133,41,5,19,5,0.4332509323090279,14.813784929163706,154,468,40.17873815488808,4,32,13,3,0.0539697614273917,3485,333,76.4187202405403,68.09386551822591,2.698814130198308,2.93014817843054,0,Champions,55-64,Low,Hyperactif,Automne,Midi,Asie,Etabli,Critique,Semaine,Petit,Specialise,Unknown,Active,Spain,2010,9,21,1,155.0868617404519,818.5139925190516
71,1,-2150.0891419697355,131.06195791279532,317.0520156881657,-544.5836125810911,3336.2839583686564,59327,766.063210195675,-5066,5477,191,314,0,4,9,0.7996918620027912,333.5105353123576,522,142,30.568543581367425,3,99,3,38,0.7629693887090233,3053,300,33.580492151161195,67.24998910536229,4.501159860140039,1.6750978051923062,0,Dormants,18-24,VIP,Nouveau,Automne,Matin,Asie,Nouveau,Eleve,Inconnu,Inconnu,Modere,F,Active,Germany,2010,9,22,2,-29.862349194024105,-2150.0891419697355
38,14,4977.763069027122,421.2314318158317,35.46610806688671,-2908.145345920722,7915.5820259137,81400,6.399518748997201,-1131,5070,355,328,2,7,7,0.7394746538841134,304.04286057184515,415,356,86.82716324022071,1,85,43,23,0.7035081440883408,8383,426,53.86169814655845,40.38640161783146,8.82449917517841,1.079467927254675,0,Potentiels,65+,Medium,Nouveau,Ete,Matin,Europe_S,Etabli,Eleve,Semaine,Grand,Explorateur,F,Suspended,Spain,2010,9,23,3,127.63495048787492,355.5545049305087
153,47,7363.114686362382,24.021042736350875,127.19579042092349,-4500.209713403213,4512.941130292549,26639,2.344924685607136,-4266,7769,277,16,5,21,8,0.4263182939907013,108.61331150089764,353,709,74.92758747201782,2,76,41,33,0.5979109922633324,933,46,7.10634932905645,54.17903395619649,12.77368044869518,4.015544438166881,0,Fideles,Inconnu,Low,Hyperactif,Printemps,Matin,Europe_S,Ancien,Critique,Weekend,Petit,Explorateur,F,Closed,Germany,2010,9,24,4,47.812433028327156,156.66201460345494
249,2,9049.29941088208,451.3721861070346,180.92654660256932,3436.4966405182367,1834.421964034345,90110,378.72266901766335,-393,3640,17,282,2,0,11,0.3337042075756299,288.0910889571432,157,471,85.91878928887178,2,6,35,38,0.489893744384174,4238,95,21.66584235746429,70.48258729964546,11.051415019822036,3.5506757419991857,0,Champions,Inconnu,High,Nouveau,Printemps,Matin,Autre,Nouveau,Moyen,Weekend,Inconnu,Modere,F,Pending,UK,2010,9,25,5,36.19719764352832,4524.64970544104
161,28,6192.973669738281,233.4313449892434,236.2466775032568,4811.925291641159,8549.740195614744,53627,144.25197464088163,-331,3166,523,257,5,7,9,0.3164687840614986,11.39294952364286,261,621,50.00329667653364,4,7,49,40,0.0321652703226313,7241,418,49.09623532717952,61.351174204446494,7.854400429334639,0.9275310404834752,0,Potentiels,45-54,VIP,Perdu,Printemps,Soir,Autre,Ancien,Critique,Inconnu,Grand,Modere,F,Closed,Germany,2010,9,26,6,38.22823252924865,221.17763106208147
117,49,-4804.583051616327,320.4147310200988,22.824372751191863,2931.428739967394,8825.598767723473,73424,19.36775600944569,-4654,7261,179,574,3,17,7,0.773995087294009,352.9059258570887,77,888,13.96219396055097,3,27,44,4,0.6245972515201543,3239,64,9.511399792641948,19.33332028086841,4.796687973063779,-0.3818848333467635,0,Fideles,65+,VIP,Perdu,Printemps,Soir,Europe_E,Ancien,Moyen,Semaine,Grand,Explorateur,F,Pending,UK,2010,9,27,0,-40.71680552217226,-98.05271533910872
258,30,1529.2261648798376,331.38019149186243,70.01204877665884,3537.8492170466707,4663.097561401702,9692,464.60262271510015,-6127,4436,122,573,4,19,5,0.0520724062212697,192.2071540452731,769,591,69.92592217600597,4,44,12,14,0.4168346152227936,566,413,84.48990313430181,39.212457140544615,4.840820440668887,-0.5691547273271849,0,Champions,18-24,Low,Perdu,Printemps,Nuit,Asie,Etabli,Eleve,Semaine,Grand,Explorateur,F,Pending,UK,2010,9,28,1,5.90434812694918,50.97420549599459
378,38,5354.232867694229,448.0832816497355,138.4071538956529,-2580.228696829546,756.9972730978747,79037,943.1188355095646,-1781,2645,245,611,1,15,5,0.0128216495106058,110.69757451388752,983,902,21.40130421378035,2,72,45,49,0.560209402740945,5379,131,72.08261480065714,27.10196888546014,13.070676964230335,-0.4343441326063837,0,Champions,25-34,High,Occasionnel,Hiver,Soir,UK,Etabli,Critique,Inconnu,Grand,Specialise,M,Active,UK,2010,9,29,2,14.127263503151,140.90086493932182
305,4,-3242.6700171033326,320.15149267276763,485.7663454505253,4606.269755131998,3878.260899169312,68840,324.49575532752897,-3466,7613,372,18,4,17,10,0.795544391926648,132.34287259705712,488,673,44.68173724007996,2,88,17,3,0.4293213419676362,5559,9,94.419733394201,,-0.3721027833512575,2.497216167152257,0,Fideles,Inconnu,VIP,Hyperactif,Hiver,Midi,Europe_N,Nouveau,Faible,Weekend,Moyen,Modere,Unknown,Suspended,Germany,2010,9,30,3,-10.59696084020697,-810.6675042758332
267,1,2012.538624183615,308.8971244562306,165.6735035515254,-3030.7429554657165,8035.376594626034,44200,661.4795377502678,-4197,4853,50,528,0,19,11,0.4771463759890493,24.237954013081534,131,439,7.4350781059399615,3,79,32,38,0.966056132765199,9327,459,69.6532236904387,75.04583708195352,14.807722310724175,-0.6900269450260619,1,Potentiels,65+,High,Perdu,Hiver,Soir,Europe_N,Jeune,Eleve,Weekend,Moyen,Explorateur,M,Closed,Germany,2010,10,1,4,7.509472478297071,2012.538624183615
53,8,-4335.937824172669,37.99276007754153,241.02052905604123,4514.298103618323,9017.740285462289,83063,652.5831177793083,-2021,1046,70,422,1,11,6,0.1308811385535759,361.1125726253443,579,531,82.70553183987526,1,73,20,7,0.6041089011508471,744,203,94.09973585395636,20.324277201378397,9.630006573624996,1.0215612497842304,0,Potentiels,55-64,Medium,Regulier,Automne,Midi,Europe_N,Nouveau,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,UK,2010,10,2,5,-80.29514489208647,-541.9922280215836
235,29,-3428.430056899585,261.61197086287603,98.04885636919649,4948.19293965951,2034.7274249759585,47415,251.8290235615026,-6021,6435,479,465,2,12,5,0.2355659345945012,14.341559980002746,455,127,13.468123463702558,3,10,15,48,0.7492363306024672,8865,409,55.89674301340554,31.8474448536012,9.898203185158248,3.519198211485376,0,Champions,55-64,VIP,Perdu,Hiver,Midi,Asie,Ancien,Eleve,Semaine,Grand,Explorateur,F,Active,UK,2010,10,3,6,-14.5272460038118,-118.22172609998569
388,39,2938.4655240319216,79.33365540443562,305.3900355378841,2117.2280574604874,669.7361202527152,8074,650.7748235750405,-7302,3557,559,372,3,12,11,0.9325039530973824,239.0410999489685,740,205,90.40665319788164,2,30,14,44,0.9363469474710832,8723,470,60.42164249513497,37.502869191008585,-0.3920346031241255,0.7660889990922686,0,Fideles,35-44,Medium,Occasionnel,Printemps,Matin,Europe_S,Etabli,Critique,Weekend,Moyen,Explorateur,M,Active,France,2010,10,4,0,7.553895948668179,75.34526984697234
221,3,-2345.684919138793,370.02971551713534,140.34160775798716,4811.4373179182185,8773.504531328386,5549,213.1216403126044,-6688,7952,18,80,3,9,9,0.859502975624898,161.5986136128573,163,29,86.55882962389416,1,11,4,23,0.5915993229167397,5410,298,97.72013440799982,56.86369653388287,8.688468398260355,3.579848463080779,0,Potentiels,65+,VIP,Regulier,Printemps,Nuit,UK,Ancien,Moyen,Semaine,Inconnu,Specialise,F,Closed,UK,2010,10,5,1,-10.566148284408976,-781.8949730462642
250,32,6350.816965231163,258.5498508022739,103.4962892192134,695.3977956710369,3894.0493897887527,19963,122.88540616331215,-5038,6450,83,550,2,6,3,0.7097850502239725,346.354419638881,15,445,46.99369367948536,4,94,5,27,0.0120625178224007,8754,174,64.57078553956177,51.64840647540953,6.756448961447152,3.4728022292423315,0,Fideles,25-34,Low,Hyperactif,Automne,Matin,Europe_N,Inconnu,Faible,Weekend,Grand,Modere,M,Active,Italy,2010,10,6,2,25.30205962243491,198.46303016347383
312,10,8789.299382745316,341.7127507081349,258.2863142229895,-2404.5821682390965,5417.609642675633,81456,701.6819022741304,-2341,2682,154,547,0,13,3,0.4822252303373265,89.78990521198024,232,966,74.69245222609507,2,77,37,42,0.0342916783105423,5630,73,4.047870317213913,31.750977419763323,0.6924625103050719,0.4749627957992979,0,Fideles,45-54,VIP,Hyperactif,Automne,Matin,Asie,Inconnu,Eleve,Semaine,Inconnu,Explorateur,M,Suspended,France,2010,10,7,3,28.080828698866824,878.9299382745315
111,10,11011.733982181657,25.62808579818021,2.7528995802104106,-630.0411433437912,9680.658120507587,86362,114.32737628681282,-5062,3200,564,423,2,15,7,0.5203236261913857,194.2116907373741,195,719,62.32506230799717,4,50,2,26,0.7023384341018618,6319,84,72.6564748864218,,3.446752172309745,3.372933080556473,0,Champions,35-44,VIP,Perdu,Ete,Soir,Europe_C,Ancien,Faible,Weekend,Inconnu,Modere,F,Active,France,2010,10,8,4,98.31905341233622,1101.1733982181656
254,19,-996.995115103798,46.9720479426726,3.832016324612664,935.6093537878596,665.6472791422285,91607,996.912309370766,-3213,6769,618,428,5,14,7,0.9752445352839586,176.06001613270485,861,464,80.50448859143674,1,43,47,0,0.2790851361512835,302,59,90.64140052160415,,13.24503129941842,3.486659829632604,0,Fideles,25-34,High,Regulier,Automne,Soir,Autre,Jeune,Moyen,Semaine,Moyen,Modere,M,Active,France,2010,10,9,5,-3.909784765112933,-52.473427110726206
302,46,-1650.348354818605,359.5800770910277,109.53440455092888,-4269.18437972985,6483.180074520956,42265,184.2689487490791,-5700,939,356,387,0,11,6,0.9657704438842872,256.546252078287,542,280,43.748704977805296,4,95,11,33,0.5793797273479487,3768,21,79.76244472963833,49.65936648220431,7.799814653855247,1.3847235540021612,0,Fideles,35-44,High,Regulier,Ete,Midi,Europe_E,Jeune,Critique,Inconnu,Grand,Explorateur,M,Pending,Italy,2010,10,10,6,-5.446694240325429,-35.87713814823054
206,34,-2908.6431933119948,40.68174631934332,18.36068125041057,1223.432646172461,741.0542257486708,6061,594.5477208937011,-4803,7441,646,708,1,8,3,0.2152690457858342,24.823734662633484,359,151,78.79503994019065,2,49,35,16,0.2022771810906689,4281,458,58.79949398991684,,5.61466520278254,0.2625229024491093,0,Dormants,65+,Medium,Perdu,Hiver,Soir,Europe_E,Nouveau,Faible,Weekend,Moyen,Explorateur,Unknown,Active,France,2010,10,11,0,-14.05141639281157,-85.54832921505867
228,33,7728.604990872735,40.272080243803,54.01287706534569,4811.778367622945,3754.689284665004,48226,411.9631968411768,-2704,4944,442,669,2,7,7,0.8111045663053181,70.73303245852452,850,240,46.78322488944965,3,16,32,36,0.2702488750617141,7507,406,67.45904779625812,,0.1629144934529751,2.1276248413512144,0,Fideles,18-24,Medium,Perdu,Printemps,Soir,Europe_N,Nouveau,Critique,Inconnu,Moyen,Explorateur,F,Closed,France,2010,10,12,1,33.74936677237002,234.2001512385677
340,23,9129.514529738022,10.993695241269288,169.4303246693758,-3098.923502162724,8038.145451934468,18810,127.26003598326145,-796,442,68,203,0,17,5,0.1972426661670168,78.31615933389018,331,266,94.1556129964366,4,34,35,37,0.5046410559480753,8702,157,99.0289871359155,,10.42594443843689,4.528385528001178,1,Potentiels,Inconnu,Medium,Nouveau,Ete,Apres-midi,Europe_S,Nouveau,Moyen,Weekend,Moyen,Specialise,F,Closed,Germany,2010,10,13,2,26.772769881929683,396.93541433643577
397,28,-4368.277103487159,478.4681921582426,401.29283978990645,2925.9511628838327,4334.722327556344,50006,28.816063669835984,-1447,2551,522,195,1,22,7,0.2135374778839514,269.42502551721674,427,694,49.15083798168961,2,0,32,25,0.975569463356082,6963,319,9.975546762424496,21.70414904231213,10.24561317433652,2.837700394592372,0,Champions,65+,VIP,Nouveau,Ete,Midi,Europe_E,Etabli,Eleve,Weekend,Grand,Explorateur,M,Suspended,Germany,2010,10,14,3,-10.975570611776782,-156.00989655311284
65,32,13724.244924873798,370.0666379322085,286.02432168465043,4078.987937796194,9971.823539029505,12800,623.1095500105405,-2270,4226,142,727,2,17,2,0.6760930341645768,69.03562415926012,497,105,46.79930792143922,2,28,30,23,0.6162704892091916,5430,329,67.05723803469071,63.943783567707904,8.824697711561017,0.0375349857635671,1,Champions,25-34,VIP,Perdu,Ete,Midi,Europe_E,Jeune,Moyen,Weekend,Grand,Modere,F,Closed,UK,2010,10,15,4,207.94310492233026,428.8826539023062
74,7,-3960.574326970552,179.85944720852177,256.33386297820823,4437.015928202209,5590.592849466022,98959,806.950806225337,-2271,7300,191,284,3,12,6,0.4050010985875484,209.32449382020647,828,937,78.72211429478776,1,50,20,38,0.9361481045130232,7249,61,29.056371762488787,38.71725315716635,7.164202339530387,3.0965415484011194,1,Fideles,45-54,Medium,Occasionnel,Automne,Apres-midi,Europe_E,Ancien,Faible,Semaine,Moyen,Modere,Unknown,Closed,UK,2010,10,16,5,-52.807657692940694,-565.7963324243646
102,29,5825.92670602141,151.78511273738934,146.74441160406082,4601.356044054472,3211.621526359535,97228,842.1736458452373,-7874,597,386,195,2,17,8,0.9315444071065202,78.5639944828481,486,433,82.33619148432295,2,63,26,20,0.9593798543869476,3446,64,64.36894926203084,59.1698027196696,5.940550435317963,1.5632181636910074,1,Fideles,45-54,Low,Nouveau,Automne,Midi,Europe_E,Inconnu,Faible,Weekend,Inconnu,Specialise,Unknown,Active,Spain,2010,10,17,6,56.56239520409136,200.89402434556584
